article_id	talk_page_id	talk_page	thread_id	thread_title
2450624	2450624	Talk:Butterfingers	11755	==Untitled==
9644484	9644484	Talk:Lorenzo_Magnani	11766	==Which university==
9755048	9755048	Talk:Honda_CB175	11780	==February 2007==
21289167	21289167	User_talk:58.107.176.110	11784	== January 2009 ==
44099044	44099044	User_talk:Lynn5856	11792	== October 2014 ==
44420009	44420009	User_talk:68.11.97.211	11797	== November 2014 ==
40822988	40822988	User_talk:Suman.de.94	11802	== Welcome! ==
40822988	40822988	User_talk:Suman.de.94	11804	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Rajib Sanyal]]==
22727942	22727942	User_talk:211.27.122.241	11811	== May 2009 ==
18284598	18284598	User_talk:90.208.30.82	11815	== July 2008 ==
18284598	18284598	User_talk:90.208.30.82	11817	== October 2008 ==
15930802	15930802	User_talk:90.194.115.25	11822	== February 2008 ==
17439960	17439960	User_talk:129.100.186.162	11827	== May 2008 ==
47565485	47565485	User_talk:101.186.53.170	11831	== August 2015 ==
39558740	39558740	User_talk:New_Media_Art	11836	== Welcome! ==
39558740	39558740	User_talk:New_Media_Art	11839	== June 2013 ==
43176573	43176573	User_talk:189.48.203.74	11846	== Welcome to Wikipedia! ==
43176573	43176573	User_talk:189.48.203.74	11848	== June 2014 ==
24543871	24543871	Talk:1973_Michigan_Wolverines_football_team	11860	== Congratulations ==
3892929	3892929	User_talk:BJ_Toxic	11885	==Please cite sources==
3892929	3892929	User_talk:BJ_Toxic	11887	== [[Britney Spears]] ==
3892929	3892929	User_talk:BJ_Toxic	11889	== Your repeated edits to [[Britney Spears]] ==
3892929	3892929	User_talk:BJ_Toxic	11891	==Speedy deletion of [[:Image:Fox34.jpg]]==
29752559	29752559	User_talk:Dictonarymaster	11898	== November 2010 ==
45585669	45585669	User_talk:Elb46	11903	== March 2015 ==
6595963	6595963	Talk:Jamie_Hand	11909	== Vague opinions ==
26212870	26212870	Talk:Palmoplantar_keratoderma_of_the_Norrbotten_type	11915	== Redirect categorization ==
42688708	42688708	User_talk:Xgenmedia	11922	== Welcome! ==
42688708	42688708	User_talk:Xgenmedia	11924	== May 2014 ==
42688708	42688708	User_talk:Xgenmedia	11927	== Your submission at [[Wikipedia:Articles for creation|Articles for creation]]: [[User:Xgenmedia/sandbox|User:Xgenmedia/sandbox]] (May 8) ==
42688708	42688708	User_talk:Xgenmedia	11930	==Your draft article, [[User:Xgenmedia/sandbox]]==
39291462	39291462	User_talk:105.229.119.58	11935	== May 2013 ==
37742307	37742307	User_talk:66.78.107.175	11940	== November 2012 ==
16124128	16124128	User_talk:68.54.156.239	11951	== March 2008 ==
15783665	9976164	Talk:History_of_the_Irish_language	11979	==Untitled==
15783665	9976164	Talk:History_of_the_Irish_language	11982	==Irish version?==
15783665	9976164	Talk:History_of_the_Irish_language	11987	==Link to LFM==
15783665	9976164	Talk:History_of_the_Irish_language	11989	== Northern Ireland/Six Counties ==
15783665	9976164	Talk:History_of_the_Irish_language	11991	== Early modern history ==
15783665	9976164	Talk:History_of_the_Irish_language	11993	==Title of this article==
15783665	9976164	Talk:History_of_the_Irish_language	11995	==An Caighdeán Oifigiúil==
15783665	9976164	Talk:History_of_the_Irish_language	11997	== Shaw,  Wilde, Yeats ==
15783665	9976164	Talk:History_of_the_Irish_language	11999	== &quot;Primitive&quot; ==
46543690	46543690	User_talk:Body_Fat2354	12007	== April 2015 ==
8630782	8630782	User_talk:Shindo747	12012	==License tagging for Image:A2D.jpg==
8630782	8630782	User_talk:Shindo747	12014	==License tagging for Image:Eyenine.gif==
8630782	8630782	User_talk:Shindo747	12016	==License tagging for Image:Eyeninegratitude.ogg==
8630782	8630782	User_talk:Shindo747	12018	==AfD nomination of [[Eyenine]]==
8630782	8630782	User_talk:Shindo747	12020	==Proposed deletion of Afraid to Dream==
33756072	33756072	User_talk:188.220.44.105	12030	== Welcome! ==
33756072	33756072	User_talk:188.220.44.105	12032	== November 2011 ==
33756072	33756072	User_talk:188.220.44.105	12034	== December 2011 ==
33756072	33756072	User_talk:188.220.44.105	12036	== January 2012 ==
33756072	33756072	User_talk:188.220.44.105	12039	==Your recent edits==
33756072	33756072	User_talk:188.220.44.105	12041	==Your recent edits==
33756072	33756072	User_talk:188.220.44.105	12043	== April 2012 ==
4692503	4692503	Talk:Garmin	12054	== Expand product list ==
4692503	4692503	Talk:Garmin	12058	== List of Garmin Maps ==
4692503	4692503	Talk:Garmin	12060	== Other &quot;Brands&quot;? ==
4692503	4692503	Talk:Garmin	12062	== Highly promotional tone in avionics section ==
4692503	4692503	Talk:Garmin	12064	== Founding History ==
4692503	4692503	Talk:Garmin	12066	==eTrex hacking==
13167092	13167092	Talk:Salem_(Amtrak_station)	12071	== Freight Depot ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12076	== TEd Dibiase edecides to betray Orton ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12079	== New Pic? ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12082	== CHANGE THE PHOTO! ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12096	==Priceless==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12098	== Baton Rouge ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12101	== he is the Million Dollar Champion ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12106	== Edit request from 90.210.146.219, 12 April 2010 ==
47104005	12447470	Talk:Ted_DiBiase_Jr.	12109	== Orphaned references in [[:Ted DiBiase, Jr.]] ==
18381004	18381004	User_talk:68.159.89.133	12118	== July 2008 ==
25259506	25259506	User_talk:Carolinefav	12123	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:C'est Noel rock]]==
19063532	19063532	User_talk:189.59.145.95	12130	== August 2008 ==
18293217	18293217	User_talk:63.224.248.247	12143	== July 2008 ==
18293217	18293217	User_talk:63.224.248.247	12144	===Your edits to [[July 11]]===
7076486	7076486	User_talk:Pathbinder	12153	== Domo artigatō gozaimasu ^_^ ==
7076486	7076486	User_talk:Pathbinder	12156	==Orphaned fair use image (Image:Anime-poster.jpg)==
7076486	7076486	User_talk:Pathbinder	12158	==Orphaned fair use image (Image:Cz fastline40000.jpg)==
7076486	7076486	User_talk:Pathbinder	12160	==License tagging for Image:Easter egg.jpg==
7076486	7076486	User_talk:Pathbinder	12162	== Image:Solaris.jpg listed for deletion ==
7076486	7076486	User_talk:Pathbinder	12164	==Fair use disputed for Image:Seibzehn into solaris.jpg==
7076486	7076486	User_talk:Pathbinder	12166	==Orphaned non-free media (Image:PSOGL005.jpg)==
7076486	7076486	User_talk:Pathbinder	12168	==Orphaned non-free media (Image:Shevat.jpg)==
7076486	7076486	User_talk:Pathbinder	12170	==Orphaned non-free media (Image:Dora destroyed.jpg)==
7076486	7076486	User_talk:Pathbinder	12172	==Disputed fair use rationale for Image:Easter egg.jpg==
7076486	7076486	User_talk:Pathbinder	12174	==Disputed fair use rationale for Image:PSOGL010.jpg==
7076486	7076486	User_talk:Pathbinder	12176	==Disputed fair use rationale for Image:PSOGL035.jpg==
7076486	7076486	User_talk:Pathbinder	12178	==Disputed fair use rationale for Image:PSOGL038.jpg==
7076486	7076486	User_talk:Pathbinder	12180	==Disputed fair use rationale for Image:PSOGL039.jpg==
7076486	7076486	User_talk:Pathbinder	12182	==Disputed fair use rationale for Image:Terrawars.jpg==
7076486	7076486	User_talk:Pathbinder	12184	==Orphaned non-free media (Image:Cscz screen003.jpg)==
7076486	7076486	User_talk:Pathbinder	12186	== Xenogears ==
7076486	7076486	User_talk:Pathbinder	12190	==Orphaned non-free media (Image:Seibzehn into solaris.jpg)==
7076486	7076486	User_talk:Pathbinder	12192	==Orphaned non-free media (Image:Xeno-weltall battle.jpg)==
7076486	7076486	User_talk:Pathbinder	12194	==Orphaned non-free media (Image:Emeralda.jpg)==
7076486	7076486	User_talk:Pathbinder	12196	==Orphaned non-free media (Image:Weltall-id ygdrassil.jpg)==
7076486	7076486	User_talk:Pathbinder	12198	== Re:Hello, some questions ==
27038722	27038722	User_talk:72.81.128.30	12208	== April 2010 ==
41885049	41885049	User_talk:Tekkensauce	12224	== Tekkensauce, you are invited to the Teahouse ==
41885049	41885049	User_talk:Tekkensauce	12227	== February 2014 ==
35319282	35319282	User_talk:Srisharmaa	12237	== [[Tirumala_Venkateswara_Temple]] ==
35319282	35319282	User_talk:Srisharmaa	12239	== March 2013 ==
35319282	35319282	User_talk:Srisharmaa	12242	==[[Wikipedia talk:Articles for creation/A1 milk]] concern==
35319282	35319282	User_talk:Srisharmaa	12244	==Your draft article, [[Wikipedia talk:Articles for creation/A1 milk]]==
21749022	21749022	User_talk:68.53.228.51	12248	== February 2009 ==
21749022	21749022	User_talk:68.53.228.51	12251	== April 2009 ==
6011076	6011076	User_talk:GoldHorde	12256	==Welcome to Wikipedia!!!==
33267110	33267110	User_talk:117.203.233.58	12261	== October 2011 ==
31734073	31734073	Talk:Mister_Bibal	12270	== Requested move ==
37751312	37751312	User_talk:92.98.172.122	12282	== November 2012 ==
25993288	25993288	User_talk:OMAR_AFINWALA	12287	== Welcome ==
46052966	46052966	User_talk:Planwrong~enwiki	12305	== Your account will be renamed ==
46052966	46052966	User_talk:Planwrong~enwiki	12308	== Renamed ==
34348100	34348100	User_talk:95.145.64.25	12313	== January 2012 ==
8328119	8328119	Talk:Black_people_(terminology)	12326	== Content all effectively deleted ==
16073407	16073407	User_talk:172.141.208.212	12330	== March 2008 ==
934606	934606	Talk:Lee_Lawrie	12335	==Commons?==
934606	934606	Talk:Lee_Lawrie	12337	== I just cut this out ==
934606	934606	Talk:Lee_Lawrie	12339	===More about the dime:===
934606	934606	Talk:Lee_Lawrie	12342	== someone posted  ==
934606	934606	Talk:Lee_Lawrie	12344	== I found this today ==
30366129	30366129	User_talk:Casanvar	12355	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Cas Anvar]]==
30366129	30366129	User_talk:Casanvar	12357	== January 2011 ==
46432984	46432984	User_talk:Scissors_Paper_Stone	12361	== Welcome! ==
46432984	46432984	User_talk:Scissors_Paper_Stone	12363	== April 2015 ==
37282632	37282632	User_talk:92.103.53.174	12370	== October 2012 ==
42759662	42759662	User_talk:Dank/Archive_36	12377	==Thank you==
42759662	42759662	User_talk:Dank/Archive_36	12381	==Oct&amp;ndash;Dec 13 Milhist reviews==
42759662	42759662	User_talk:Dank/Archive_36	12385	== Congratulations! ==
42759662	42759662	User_talk:Dank/Archive_36	12389	== PC2 ==
42759662	42759662	User_talk:Dank/Archive_36	12393	== Elizabeth of Bosnia ==
42759662	42759662	User_talk:Dank/Archive_36	12396	== Joe McElderry ==
42759662	42759662	User_talk:Dank/Archive_36	12402	== interest automagically lua ==
42759662	42759662	User_talk:Dank/Archive_36	12405	== Appeal for help with a bad-guy editor ==
42759662	42759662	User_talk:Dank/Archive_36	12412	== Space selfie ==
42759662	42759662	User_talk:Dank/Archive_36	12417	== Featured content report ==
42759662	42759662	User_talk:Dank/Archive_36	12422	== Strachwitz review ==
31091059	31091059	User_talk:68.106.195.134	12430	==Welcome!==
31091059	31091059	User_talk:68.106.195.134	12432	==Talkback==
39704585	39704585	User_talk:72.47.2.36	12436	== Welcome to Wikipedia! ==
39704585	39704585	User_talk:72.47.2.36	12438	== June 2013 ==
24241963	24241963	User_talk:Elitetraveler	12445	==Welcome==
24241963	24241963	User_talk:Elitetraveler	12447	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Elite Traveler]]==
24241963	24241963	User_talk:Elitetraveler	12449	==Conflict of Interest==
34557356	34557356	User_talk:204.169.238.215	12456	== January 2012 ==
17867872	17867872	Talk:1994_Cincinnati_Bengals_season	12461	== Cleanup ==
17867872	17867872	Talk:1994_Cincinnati_Bengals_season	12463	== Dead link ==
46299483	19905086	Talk:1976_Bavarian_Tennis_Championships_–_Singles	12471	== Dead link ==
18482705	18482705	User_talk:81.155.33.119	12481	== July 2008 ==
31444756	31444756	User_talk:Atulkkum	12486	== April 2011 ==
3802958	3802958	Talk:Gudgeon_pin	12495	== Wrong Link ==
34543338	34543338	User_talk:Mariabertolli	12499	== Your submission at [[WP:AFC|Articles for creation]] ==
34543338	34543338	User_talk:Mariabertolli	12502	==[[Wikipedia talk:Articles for creation/Jennifer Lechner]] concern==
25515966	25515966	User_talk:71.170.56.101	12512	== December 2009 ==
29528474	29528474	User_talk:Ahlawy15	12522	== Welcome ==
29528474	29528474	User_talk:Ahlawy15	12525	== Nomination of [[Cartoon network arabia]] for deletion ==
39452534	39452534	User_talk:Assassinador	12529	== May 2013 ==
14702011	14702011	User_talk:193.137.132.64	12545	== December 2007 ==
36628017	36628017	User_talk:Scoobie123456	12551	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Cow alien invasion]]==
33660541	33660541	User_talk:75.47.154.219	12561	== November 2011 ==
8975383	8975383	Talk:Multicomplex_number	12574	== It's a bit better now I think ==
8975383	8975383	Talk:Multicomplex_number	12579	== Content ==
8975383	8975383	Talk:Multicomplex_number	12583	==Which root?==
45744901	45744901	User_talk:Anol~enwiki	12600	== Your account will be renamed ==
45744901	45744901	User_talk:Anol~enwiki	12603	== Renamed ==
38471749	38471749	User_talk:86.46.230.51	12608	== February 2013 ==
3351098	3351098	Talk:Bosnia_(region)	12618	==Bosnian==
3351098	3351098	Talk:Bosnia_(region)	12620	==meanings==
3351098	3351098	Talk:Bosnia_(region)	12623	== Damir Mišić ==
3351098	3351098	Talk:Bosnia_(region)	12631	== Use of adjective Bosnian ==
3351098	3351098	Talk:Bosnia_(region)	12639	== '''History of Bosnia''' ==
3351098	3351098	Talk:Bosnia_(region)	12642	== Redirect ==
23872178	23872178	User_talk:Chachap	12647	== Welcome ==
23872178	23872178	User_talk:Chachap	12649	== Orphaned non-free media (File:Gold_idol-screenshot.jpg) ==
23872178	23872178	User_talk:Chachap	12651	==Disambiguation link notification for November 17==
33083818	33083818	User_talk:120.61.9.210	12655	== September 2011 ==
20041933	20041933	User_talk:Wannabbrainy12	12659	==Speedy deletion of [[:Afsara tasnim]]==
20041933	20041933	User_talk:Wannabbrainy12	12661	== Welcome ==
20041933	20041933	User_talk:Wannabbrainy12	12663	==Speedy deletion of [[:Afsara tasnim]]==
9260523	9260523	User_talk:Emry	12673	==What's going on?==
35960437	35960437	User_talk:58.210.111.118	12678	== May 2012 ==
31352359	31352359	User_talk:Singh-a-k-4-7	12687	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Satnam Singh]]==
31352359	31352359	User_talk:Singh-a-k-4-7	12689	== March 2011 ==
31352359	31352359	User_talk:Singh-a-k-4-7	12691	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Satnam Singh]]==
31352359	31352359	User_talk:Singh-a-k-4-7	12693	== April 2011 ==
31352359	31352359	User_talk:Singh-a-k-4-7	12696	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Satnam Singh]]==
7651808	7651808	User_talk:207.108.237.103	12708	== January 2008 ==
34581949	34581949	Talk:Yamada_Waka	12720	==Death year==
14259922	14259922	User_talk:Chcghatem	12727	== November 2007 ==
9768707	9768707	User_talk:Jguitard	12731	==Image copyright problem with Image:Old_postcard.jpg==
42929650	12478816	Talk:Tawny-backed_fantail	12736	== WikiProject class rating==
6697805	6697805	Talk:Rickard_D._Gwydir	12752	== WikiProject class rating==
14611476	14611476	User_talk:Physicsbenson08	12768	==Speedy deletion of [[:Mr. Benson's Physics Class]]==
14611476	14611476	User_talk:Physicsbenson08	12770	== Regarding your edits to [[Riverside Christian School]] ==
15943676	9759534	Talk:Kurt_Schneider_(aviator)	12775	== WikiProject class rating==
20711897	20711897	User_talk:86.146.229.176	12779	== December 2008 ==
20711897	20711897	User_talk:86.146.229.176	12781	== December 2008 (Validalism Warning, or, ''please don't [[vandalism|vandalise]] [[Wikipedia]]'') ==
17425544	17425544	User_talk:155.247.222.114	12790	== May 2008 ==
17425544	17425544	User_talk:155.247.222.114	12791	===Your edits to [[October 22]]===
6373602	6373602	Talk:Jordan_Stone	12798	== WikiProject class rating==
6373602	6373602	Talk:Jordan_Stone	12800	== Comments ==
42436094	42436094	User_talk:182.66.18.70	12805	== April 2014 ==
16970110	16970110	User_talk:86.140.236.64	12810	== April 2008 ==
31306168	30454943	Talk:Javan_slow_loris/GA1	12820	==GA Review==
31306168	30454943	Talk:Javan_slow_loris/GA1	12830	=== Results of review ===
36092610	36092610	User_talk:108.46.238.207	12840	== June 2012 ==
21105772	21105772	User_talk:ArbabAlex	12847	== January 2009 ==
21105772	21105772	User_talk:ArbabAlex	12851	==Your recent edits==
44922121	42167598	Talk:Speech_tempo	12858	== Rewriting needed ==
17736336	17736336	User_talk:86.136.154.177	12864	== June 2008 ==
20411329	34944996	Talk:Brandt/Archive_1	12872	== Daniel B ==
20411329	34944996	Talk:Brandt/Archive_1	12903	===Suggested compromise===
20411329	34944996	Talk:Brandt/Archive_1	12919	===Gaming binding DRV decisions===
20411329	34944996	Talk:Brandt/Archive_1	12948	== Protection ==
20411329	34944996	Talk:Brandt/Archive_1	12969	== stop asking for a link to the AfD ==
20411329	34944996	Talk:Brandt/Archive_1	12988	== Daniel Brandt reference ==
20411329	20411329	Talk:Brandt	13025	== Daniel ==
20411329	20411329	Talk:Brandt	13027	== german surname? ==
17919882	17919882	Talk:Zuni-Cibola_Complex	13032	==Photos==
35668807	35668807	User_talk:78.145.250.87	13043	== April 2012 ==
46039209	46039209	User_talk:PACOandMOLOTOV~enwiki	13054	== Your account will be renamed ==
46039209	46039209	User_talk:PACOandMOLOTOV~enwiki	13057	== Renamed ==
38687389	38687389	User_talk:50.193.163.197	13065	== March 2013 ==
36638270	36638270	User_talk:Anant55	13079	== Welcome! ==
36638270	36638270	User_talk:Anant55	13081	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Anantpatil]]==
36638270	36638270	User_talk:Anant55	13083	== Wikipedia is not for writing about yourself ==
36638270	36638270	User_talk:Anant55	13085	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Anantpatil]]==
36638270	36638270	User_talk:Anant55	13087	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Anantpatil]]==
36638270	36638270	User_talk:Anant55	13090	==[[Wikipedia:Criteria for speedy deletion|Speedy deletion]] nomination of [[:Anantpatil]]==
36638270	36638270	User_talk:Anant55	13093	== September 2012 ==
35691289	35691289	User_talk:174.44.196.30	13097	== May 2012 ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13105	==Numbers==
25334090	25334090	Talk:White_Brazilian/Archive_2	13113	==Demography by Cities==
25334090	25334090	Talk:White_Brazilian/Archive_2	13115	== Immigrants, colonists, and slaves ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13119	== Hegemony ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13146	== What is wrong with this article ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13151	== The concept of &quot;White&quot; ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13156	== Italians ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13161	==Broken Links==
25334090	25334090	Talk:White_Brazilian/Archive_2	13179	===Colonial whites were not Portuguese==
25334090	25334090	Talk:White_Brazilian/Archive_2	13187	== Genetic research ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13200	== Third opinion, sort of ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13207	== A Table of Sources ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13211	== Coherence ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13214	===I have coherence===
25334090	25334090	Talk:White_Brazilian/Archive_2	13222	==Apparently nobody cares about this article==
25334090	25334090	Talk:White_Brazilian/Archive_2	13229	== article is protected ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13231	== Sourced informations erased and theories included==
25334090	25334090	Talk:White_Brazilian/Archive_2	13238	== Procedures for editing ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13242	== One by one (2): the Portuguese ==
25334090	25334090	Talk:White_Brazilian/Archive_2	13258	===Sandbox: The Portuguese===
25334090	25334090	Talk:White_Brazilian/Archive_2	13281	===Unsourced box===
25334090	25334090	Talk:White_Brazilian/Archive_2	13311	==Footnote quality==
25334090	25334090	Talk:White_Brazilian/Archive_2	13320	===Restart===
40253346	40253346	User_talk:Ariasimo	13334	== August 2013 ==
36276395	19394962	Talk:Maverick_(company)	13345	== Proposed merge with [[Maverick Records]] ==
3356180	3356180	User_talk:J_D_Good	13349	== '''Welcome to Wikipedia!''' ==
7707380	7707380	Talk:Beau's_lines	13354	==References Needed==
12001611	12001611	Talk:Ace_Duck	13368	==Merge into character list==
45733510	45733510	User_talk:Alexander099~enwiki	13378	== Your account will be renamed ==
45733510	45733510	User_talk:Alexander099~enwiki	13381	== Renamed ==
14131447	14131447	User_talk:85.54.59.204	13386	== Your recent edits to [[Madonna (entertainer)]] ==
36174657	36174657	Talk:Grade_1_(classification)	13391	== Rename ==
31559075	31559075	User_talk:Mike_Cline/Articles_Under_Contemplation/Tom_Morgan_(rodsmith)	13399	==Early life==
31559075	31559075	User_talk:Mike_Cline/Articles_Under_Contemplation/Tom_Morgan_(rodsmith)	13401	==R. L. Winston==
31559075	31559075	User_talk:Mike_Cline/Articles_Under_Contemplation/Tom_Morgan_(rodsmith)	13403	==Tom Morgan Rodsmiths==
31559075	31559075	User_talk:Mike_Cline/Articles_Under_Contemplation/Tom_Morgan_(rodsmith)	13405	==See also==
31559075	31559075	User_talk:Mike_Cline/Articles_Under_Contemplation/Tom_Morgan_(rodsmith)	13407	==Notes==
43374965	14744698	Talk:Free_Software_Foundation_anti-Windows_campaigns	13415	== This article should be removed ==
43374965	14744698	Talk:Free_Software_Foundation_anti-Windows_campaigns	13417	== This article should &lt;u&gt;not&lt;/u&gt; be removed ==
43374965	14744698	Talk:Free_Software_Foundation_anti-Windows_campaigns	13422	==Move==
43374965	14744698	Talk:Free_Software_Foundation_anti-Windows_campaigns	13429	== DRM ==
43374965	14744698	Talk:Free_Software_Foundation_anti-Windows_campaigns	13431	== Mac OS X is not &quot;less restrictive&quot; ==
7806902	7806902	Talk:Superior_(proposed_U.S._state)	13445	==capitals==
7806902	7806902	Talk:Superior_(proposed_U.S._state)	13448	== [[area code 906]] ==
7806902	7806902	Talk:Superior_(proposed_U.S._state)	13451	== Requested move ==
36494112	36494112	User_talk:98.239.92.231	13482	== July 2012 ==
24563280	24563280	User_talk:24.207.69.201	13487	== October 2009 ==
10498148	10498148	Talk:Elizabeth_of_Austria_(1526–1545)	13492	==Rewrite==
10498148	10498148	Talk:Elizabeth_of_Austria_(1526–1545)	13494	==Parmesan cheese==
45601182	45601182	Talk:List_of_Peabody_Award_winners_(2010–19)	13502	== Keegan-Michael Key ==
46097135	46097135	User_talk:Sulabh~enwiki	13509	== Your account will be renamed ==
46097135	46097135	User_talk:Sulabh~enwiki	13512	== Renamed ==
34391036	34391036	User_talk:Ykso	13523	== Welcome ==
34391036	34391036	User_talk:Ykso	13526	== Hokkaido ==
42710388	24566869	Talk:Sibbald	13531	== Name origin ==
14274124	14274124	Talk:1990s_Post-Soviet_aliyah	13539	== Tags ==
14274124	14274124	Talk:1990s_Post-Soviet_aliyah	13541	== Number ==
14274124	14274124	Talk:1990s_Post-Soviet_aliyah	13543	==[[CIS]] is not the same as [[Former Soviet Union]]==
14274124	14274124	Talk:1990s_Post-Soviet_aliyah	13546	== Is this grammar acceptable? ==
14274124	14274124	Talk:1990s_Post-Soviet_aliyah	13548	== Page Move ==
14274124	14274124	Talk:1990s_Post-Soviet_aliyah	13551	== How many to the USA? ==
10239032	10239032	Talk:Zabaykalsky_Krai	13563	==&quot;Zabaykalsky&quot; vs. &quot;Trans(-)baikal(ia)&quot;==
28892176	28892176	User_talk:Mukhdoom_sajjad_ali_shah	13579	== Syed abu mohammad ==
28892176	28892176	User_talk:Mukhdoom_sajjad_ali_shah	13581	== Don't panic! ==
28892176	28892176	User_talk:Mukhdoom_sajjad_ali_shah	13583	== Your submission at [[WP:AFC|Articles for creation]] ==
28892176	28892176	User_talk:Mukhdoom_sajjad_ali_shah	13585	==[[Wikipedia talk:Articles for creation/Syed Abu Mohammad]] concern==
28892176	28892176	User_talk:Mukhdoom_sajjad_ali_shah	13587	==Your article submission [[Wikipedia talk:Articles for creation/Syed Abu Mohammad|Syed Abu Mohammad]]==
41799459	41799459	User_talk:86.168.134.189	13606	== January 2014 ==
43401964	43401964	User_talk:Joshuawells123	13623	== Welcome! ==
43401964	43401964	User_talk:Joshuawells123	13625	== Hornblower episode articles ==
34302896	34302896	User_talk:86.152.202.66	13633	== January 2012 ==
47216158	47216158	User_talk:198.74.58.104	13639	== July 2015 ==
14012708	14012708	Talk:Thiers_Issard	13648	== Advertisement?? ==
14012708	14012708	Talk:Thiers_Issard	13654	== Suggestions ==
8531009	8531009	User_talk:198.209.39.121	13659	==Your edit to [[:Turkmen people]]==
8531009	8531009	User_talk:198.209.39.121	13663	==Vandalism warning==
8531009	8531009	User_talk:198.209.39.121	13666	== September 2007 ==
8531009	8531009	User_talk:198.209.39.121	13669	== October 2007 ==
8531009	8531009	User_talk:198.209.39.121	13672	== Vandalism to [[Red Wolf]] ==
8531009	8531009	User_talk:198.209.39.121	13675	==Regarding edits made during [[October 26]] [[2007]] ([[UTC]]) to [[Northern Hairy-nosed Wombat]]==
8531009	8531009	User_talk:198.209.39.121	13678	== November 2007 ==
8531009	8531009	User_talk:198.209.39.121	13681	== December 2007 ==
8531009	8531009	User_talk:198.209.39.121	13685	== January 2008 ==
8531009	8531009	User_talk:198.209.39.121	13691	==Regarding edits made during [[January 15]] [[2008]]==
8531009	8531009	User_talk:198.209.39.121	13696	== February 2008 ==
8531009	8531009	User_talk:198.209.39.121	13701	== March 2008 ==
8531009	8531009	User_talk:198.209.39.121	13706	== September 2008 ==
8531009	8531009	User_talk:198.209.39.121	13708	== October 2008 ==
8531009	8531009	User_talk:198.209.39.121	13711	== February 2010 ==
8531009	8531009	User_talk:198.209.39.121	13714	== March 2010 ==
8531009	8531009	User_talk:198.209.39.121	13719	== March 2011 ==
8531009	8531009	User_talk:198.209.39.121	13721	== April 2011 ==
8531009	8531009	User_talk:198.209.39.121	13723	== September 2012 ==
8531009	8531009	User_talk:198.209.39.121	13727	== October 2012 ==
18871486	18871486	Talk:Ulu	13743	==Untitled==
12245348	12245348	User_talk:Cibomatto	13750	== July 2007 ==
27857869	27857869	User_talk:217.131.114.34	13754	==June 2010==
47178566	47172322	Talk:Extended_interaction_oscillator	13759	== Ref improve tag ==
3794037	3794037	Talk:The_Beast_from_20,000_Fathoms	13764	== &quot;Undinosaurian skull&quot;? ==
3794037	3794037	Talk:The_Beast_from_20,000_Fathoms	13766	== Content question ==
3794037	3794037	Talk:The_Beast_from_20,000_Fathoms	13768	== Plot section ==
3794037	3794037	Talk:The_Beast_from_20,000_Fathoms	13771	== [[MOS:ACCESS]] ==
43586463	43586463	User_talk:DoctorwhoFan111333	13781	== August 2014 ==
17971632	17971632	User_talk:WaddleDee72	13796	== June 2008 ==
44856235	44856235	User_talk:MUDILA_RAJENDRA_BHUPATHI_GARU	13803	== December 2014 ==
19876174	19876174	User_talk:209.217.203.149	13807	==Welcome!==
27878141	27878141	User_talk:110.55.15.76	13812	== June 2010 ==
9813300	9813300	Talk:Alfredo_Esteves	13822	==Untitled==
10513137	10513137	Talk:Cryptomys	13841	==Untitled==
30489472	30489472	Talk:List_of_computer-aided_design_editors/Archive_1	13849	== Organising CAD Comparisons ==
30489472	30489472	Talk:List_of_computer-aided_design_editors/Archive_1	13852	== External links ==
