article_id	talk_page_id	talk_page_title
9237420	9237420	Talk:Costa_Rica_at_the_1984_Summer_Olympics
23461807	23461807	User_talk:71.12.7.111
36182602	26739091	Talk:Truro_27A
9146827	9146827	Talk:Biscarrosse
20230496	20230496	Talk:Alf_Goullet
10320751	10320751	Talk:Soda_Pictures
40781165	40781165	User_talk:M.Aqid_Mirza
13095974	13095974	Talk:Joachim_Luetke
1319259	1319259	Talk:Run-time_infrastructure_(simulation)
27918568	27918568	Talk:Ryan_Trudgian
33869138	33869138	User_talk:14.97.131.16
6509966	6509966	User_talk:74.229.80.70
19186456	19186456	Talk:Certified_Naturally_Grown
17869487	17869487	User_talk:70.146.47.75
21673122	21673122	User_talk:86.20.222.235
32430180	32056597	Talk:Chlaenius
36401001	36401001	Talk:UMF_Álftanes
20485139	16264402	Talk:Universe_(disambiguation)
45086110	45086110	Talk:Virginia_State_Route_3_Business_(Warsaw)
46174771	46174771	User_talk:Zribi~enwiki
10438938	10438938	User_talk:FFXIICOOL
22324600	9256225	Talk:Charles_Lecocq
47259493	47259493	User_talk:Smartbookid
37821626	37821626	User_talk:87.114.169.251
36485465	36485465	Talk:Shareh
38248005	38248005	User_talk:Pauwob
30828137	30828137	User_talk:67.168.110.39
14583445	14583445	Talk:Stadium_Merdeka
4006232	4006232	User_talk:Frawarnet
16881826	16881826	Talk:Dhawalagiri
25991093	25991093	Talk:Goâve
33730524	33730524	User_talk:68.194.250.110
33087024	33087024	Talk:Asartodes
42401697	42401697	User_talk:86.161.154.59
20302333	20302333	Talk:Hello,_Harvest_Moon
35390055	35390055	User_talk:24.113.223.237
27984450	27984450	User_talk:70.137.157.123
23313890	23313890	Talk:Sanggamnyong
6364733	6364733	Talk:Still_Sickly_Business
10367915	10367915	Talk:Tatsuyuki_Nagai
44956426	44956426	Talk:Cleptometopus_biapicatus
36801743	36801743	Talk:Jay_Rodne
25763611	25763611	User_talk:Smsarmad/Archives/2010/January
39609251	39609251	User_talk:Smak_Snipkop
38183262	38183262	Talk:Hexagrammos_decagrammus
37585027	37585027	User_talk:XilverGreen
1081687	1081687	Talk:Secaucus,_New_Jersey
21820519	21820519	User_talk:124.184.9.59
46330983	46330983	Talk:Inferior_epigastric_veins
46658371	46658371	Talk:Volok_(unit)
5545613	5545613	Talk:Amberstar
6570557	6570557	Talk:Satmar_(Hasidic_dynasty)/Archive1
36239184	36239184	User_talk:86.150.69.70
6653613	6653613	Talk:Tonny_Eyk
43948594	43948594	User_talk:2604:2000:10A8:2D:3FBE:18BA:B4C:94E6
326166	326166	Talk:Ashton-Tate
26018667	26018667	User_talk:Johntytom
45758571	45758571	User_talk:Automaticstop~enwiki
16129967	16129967	Talk:Beaubray
38207501	38207501	Talk:Nipperkin
21848694	21848694	User_talk:Gindar
4332364	4332364	Talk:Carl_Jung/Archive_1
13035860	13035860	User_talk:70.48.218.177
37364869	18622971	Talk:Bank_vole
551171	551171	Talk:Earth,_Wind_&_Fire_(album)
32901942	32901942	User_talk:90.221.122.17
36733665	36733665	Talk:Athletics_at_the_1968_Summer_Olympics_–_Women's_400_metres
45934072	45934072	User_talk:Kanji~enwiki
33779715	33779715	User_talk:12.153.112.13/Archive
21462764	21462764	User_talk:78.105.9.183
43348967	43348967	User_talk:188.70.40.94
4610105	4610105	Talk:Kingdom_Hearts_II/Archive_2
10833891	10833891	Talk:Astronautics_Corporation_of_America
13937602	13937602	Talk:Argentine_passport
11059794	10757598	Talk:Northern_Vanuatu_languages
29559222	29559222	Talk:11th_British_Columbia_general_election
21558202	21558202	Talk:Ministry_of_Planning_(Cambodia)
16284057	16284057	User_talk:68.218.28.36
20929384	20929384	Talk:Irish_Open_(tennis)
33230107	33230107	User_talk:60.230.6.20
25917342	25917342	Talk:Bo_Schack
8454996	8454996	User_talk:Monkofevil
8961395	8961395	User_talk:68.57.86.242
44242174	44242174	User_talk:76.14.29.145
35844833	35844833	Talk:Jasmine_pearl_tea
23040739	23040739	Talk:Daniel_Moore_(footballer)
26847276	22204314	Talk:2002–03_Slovenian_Football_Cup
39626983	39626983	User_talk:188.82.8.9
4246324	4246324	User_talk:Mg-
38932475	38932475	User_talk:Hubble-bubble_super_9000
35958468	35958468	User_talk:Darngooddetective
32434769	32434769	User_talk:188.220.173.91
47190983	27729483	Talk:Motherwell_v_Hibernian_(5_May_2010)
23626523	23626523	Talk:Reuven_Sheri
16077273	16077273	User_talk:86.133.158.235
16527045	16182001	Talk:Thomas_Foley,_2nd_Baron_Foley_(1742–1793)
47134788	47134788	User_talk:86.191.97.16
38812324	38812324	User_talk:50.100.45.221
19905470	19905470	Talk:Top_button
21190827	21190827	Talk:Changed_tone
18417997	18417997	Talk:Driving_Mr._Pink
24115552	24115552	User_talk:114.78.229.61
8020761	8020761	User_talk:74.136.157.69
41070344	41070344	Talk:Dale_Ahlquist
20308488	12146897	Talk:Ulm–Augsburg_railway
43387633	43387633	Talk:Honeymoon_(1928_film)
26408711	26408711	Talk:Chad_Knight
14266411	14266411	Talk:Quercetin-3-sulfate_3'-sulfotransferase
6752606	6752606	Talk:Santa_Costanza
44206189	44206189	User_talk:Amanda_Smalls/Archive_6
35815808	35815808	User_talk:VeritosNow
27739399	27739399	User_talk:IVESCL
33420317	23893076	Talk:Sign_of_Victory
42967380	5998788	Talk:Bic_(company)
39423980	39423980	User_talk:198.254.163.111
39979362	39979362	Talk:Ishikawa_(surname)
30217116	30217116	Talk:Evolution_of_the_French_Empire
19890724	10483076	Talk:Aloys_I,_Prince_of_Liechtenstein
1758428	1758428	Talk:Alexei_Kasatonov
47606643	47606643	Talk:Imaginary_logic
46666076	46666076	Talk:Code_Red_(Monica_album)
35322791	35322791	Talk:Planck_constant/Archive_3
27821688	27821688	User_talk:Familyworks
8975957	8975957	User_talk:70.49.47.237
21243032	21243032	User_talk:90.201.87.51
24814484	24814484	User_talk:41.194.53.89
17206531	17206531	Talk:Intelligence_Outsourcing
16221781	16221781	Talk:David_Snedden
30807378	30807378	User_talk:59.94.143.89
37861004	37861004	Talk:No._70_Maintenance_Unit_RAF
31242121	31242121	User_talk:Doctorambient
36065867	36065867	User_talk:122.173.219.191
46456920	46456920	Talk:Leo_Meyer_(producer)
23119503	23119503	User_talk:92.143.4.107
13350831	13350831	User_talk:207.191.203.12
18904785	18904785	User_talk:Jackal50
8957452	8957452	User_talk:Damonp123
10438767	10438767	Talk:LinuxMCE
4654467	4654467	User_talk:Phvakil
24601185	24601185	User_talk:75.159.37.222
3496454	3496454	Talk:A.N.A.L.O.G.
37058207	37058207	Talk:Virna_Lindt
30011452	30011452	Talk:West_Central_High_School
47412011	12404899	Talk:Limnonectes_xizangensis
6848342	6848342	Talk:Roman_Sołtyk
14556075	14556075	User_talk:122.168.17.4
25211912	25211912	Talk:Pupillary_response
44158741	44158741	User_talk:41.218.216.185
7352045	7352045	User_talk:72.153.48.104
9359217	9359217	Talk:Adam_Archibald
14100485	14100485	Talk:Riot_on_the_Grill
32947555	32947555	User_talk:SIDDHARTHSB.MECH
32134251	32134251	User_talk:180.183.66.95
14034933	14034933	User_talk:69.108.114.34
21947658	21947658	Talk:László_Fábián_(canoeist)
18817896	18817896	Talk:Anika
41981707	41981707	User_talk:99.188.94.36
17106149	17106149	Talk:The_Massachusetts_Review
28842213	28842213	Talk:Cidade_Nova,_Rio_de_Janeiro
9498548	9498548	Talk:Mill_Valley_School_District
6408663	6408663	Talk:Erna_Hennicot-Schoepges
30279251	30279251	User_talk:90.194.205.56
19392280	19392280	Talk:Dun-sur-Auron
10862836	10862836	Talk:1979_College_World_Series
9211467	9211467	User_talk:82.12.213.184
31511529	31511529	Talk:Steve_Cooley/Archive_1
18618834	18618834	User_talk:Pnårp
10703347	10703347	Talk:Pebbles,_Volume_9_(CD)
44012571	44012571	User_talk:Jrathlaramus78
34031793	34031793	User_talk:76.120.26.136
44401859	44401859	Talk:Hampton_Square_Mall
19141938	19141938	Talk:Dembowski_(crater)
35010655	35010655	User_talk:Jaydon3987
42565902	42565902	User_talk:TwoFisch
6890799	6890799	User_talk:Meemsie
5550593	5550593	Talk:Cape_Krusenstern
21778938	12004741	Talk:Blanche_of_Navarre,_Duchess_of_Brittany
15152070	15152070	Talk:Buncombe_County_Schools_System
20616603	20616603	User_talk:75.186.55.22
36909751	36909751	User_talk:Eldervaliant
29832051	29832051	User_talk:Oilpulling.in
43213163	43213163	User_talk:Habiler
40329958	40329958	Talk:1961–62_Udinese_Calcio_season
11000521	11000521	Talk:WBPW
33362396	30593153	Talk:United_Nations_Youth_Australia
11317778	11317778	Talk:Masquerade_(Nielsen)
32126177	18367693	User:WilhelmBot
3574885	3574885	User_talk:Sephihakubi
19465286	19465286	Talk:The_Snake_King's_Wife
28903101	28903101	User_talk:75.170.194.137
44780054	44780054	Talk:Irhal
22075909	22075909	Talk:Kamen_Rider_Blade_(Decade)
45812566	45812566	User_talk:Dashar~enwiki
5294164	5294164	User_talk:Cubsbreak1908
20405175	20405175	Talk:Medical_Center
43548693	43548693	Talk:Swimming_at_the_1991_Pan_American_Games_–_Men's_200_metre_freestyle
39470202	39470202	User_talk:24.20.102.242
29342666	29342666	Talk:Victory_Lighthouse
25966905	25966905	User_talk:24.18.8.121
20989396	20989396	Talk:List_of_number-one_R&B/hip-hop_songs_of_2009_(U.S.)
6531862	6531862	User_talk:LunyTunes007
23804153	23804153	Talk:Why?_(film)
44612587	44612587	User_talk:75.87.126.65
47628810	47628810	Talk:Olga_Firsova
20565954	20565954	Talk:Jeffreys
40885560	40885560	User_talk:Cardinalfonze
46133921	46133921	User_talk:Virgel~enwiki
21657595	21657595	User_talk:66.223.151.211
26834538	26834538	User_talk:Wirehat
34288162	34288162	Talk:Dinmore_railway_station_(Herefordshire)
47538695	47538695	User_talk:Wwikkii12
13747171	13747171	User_talk:68.189.241.84
12033195	12033195	Talk:Chase_Stanley
10513497	10513497	Talk:Charles_Anthon
34299035	34299035	Talk:Fordillidae
18269995	18269995	Talk:Nerkin_Shengavit
45942237	45942237	User_talk:Kikio~enwiki
13543839	13543839	User_talk:24.216.64.130
10759018	10759018	User_talk:70.21.165.40
47039750	47039750	Talk:Fred_Marlow
39699008	39699008	User_talk:182.64.40.134
12610840	12610840	Talk:Acharanga_Sutra
33228874	33228874	User_talk:68.60.16.122
7109010	7109010	User_talk:Jossyboy45
21879413	21879413	User_talk:59.100.156.228
47437938	47437938	User_talk:81.145.216.116
4941141	4941141	Talk:Enimex
33746625	33746625	User_talk:Ryan_Paul_Adams
35730198	35730198	User_talk:Ecappy2019
20550697	20550697	User_talk:76.117.167.247
5635329	5635329	Talk:International_Planned_Parenthood_Federation
15674919	15674919	User_talk:Mannybot
38418975	38418975	Talk:Sony_Vaio_FZ_series
73045	73045	Talk:Bundesregierung
37747981	37747981	Talk:Association_of_Christians_in_Student_Development
33517829	33517829	User_talk:31.220.202.86
40097596	40097596	Talk:World_Diamond_Congress
27355244	27355244	Talk:Eddie_Glaude
16717621	16717621	Talk:Red_Richards
27744789	27744789	Talk:Melissa_Howard_(Actress)
24693406	24586054	Talk:2009–10_Illinois_Fighting_Illini_men's_basketball_team
27954269	27954269	User_talk:122.168.231.215
40761332	40761332	Talk:Qatur
27275906	27275906	User_talk:Alanbovinett
39621445	39621445	Talk:The_Physics_(music_group)
41626091	41626091	User_talk:98.195.124.26
12985325	12985325	User_talk:124.182.12.115
38597021	38597021	Talk:Paul_Morel_Hospital
35838011	35838011	User_talk:Drapertony
32056949	32056949	User_talk:Gwning
45959606	45959606	User_talk:Marele~enwiki
23843907	23843907	Talk:The_Stratus_Seekers
2843735	2843735	Talk:Muraqaba
27738344	27738344	Talk:Zwercheck
38578559	38578559	Talk:George_Mkuchika
41665270	41665270	User_talk:69.123.228.172
19173111	19167494	Talk:Religious_views_of_Samuel_Johnson
46634925	46634925	User_talk:1.39.34.166
25511327	25511327	Talk:Center_Alliance
15333048	15333048	User_talk:64.229.188.250
42770573	42770573	Talk:Swenson_(surname)
38765235	38765235	User_talk:Aminesoudki
16787545	16787545	User_talk:Sallyspreckley
7863516	7863516	User_talk:Amit_des
6038099	6038099	User_talk:71.246.220.141
16454148	10844496	Talk:Mike_Harris_(racing_driver)
17091156	17091156	User_talk:66.31.66.141
27737365	27737365	Talk:Kramerspitz
6673136	6673136	Talk:Mousercise
9752303	9752303	Talk:Redwoods
25963532	25963532	User_talk:166.122.70.83
45572727	45572727	User_talk:32.215.144.143
19210658	19210658	Talk:Arrondissement_of_Clamecy
142020	24332389	Talk:Moscow_theater_hostage_crisis
10857573	10857573	User_talk:68.59.223.10
36328568	36328568	User_talk:82.34.204.236
27670419	27670419	User_talk:117.199.37.88
20447161	20447161	Talk:Salinas_River
13096218	13096218	Talk:WTIG
16588254	16588254	User_talk:Ssjbk3
43143985	43143985	User_talk:92.11.181.133
10142599	10142599	User_talk:MPLS2007
16522566	16522566	User_talk:66.189.5.141
23572819	23572819	User_talk:71.240.233.203
34349227	34349227	User_talk:94.3.247.93
30508690	30508690	Talk:R_(E)_v_Governing_Body_of_JFS
44809952	44809952	Talk:IPoker
19536189	19536189	Talk:Workmen's_Circle
34077989	34077989	User_talk:84.24.176.155
12488774	12488774	Talk:Yucatan_vireo
23393553	23393553	User_talk:70.81.213.239
15151916	15151916	Talk:Ashes_Divide
45839202	45839202	User_talk:Ensar~enwiki
32650079	32650079	User_talk:24.238.81.41
46750622	46750622	Talk:Harm_Kolthek
14602653	14602653	User_talk:FlashUK1983
30484212	30484212	Talk:Burmese_Peacock_Softshell
37841865	37841865	User_talk:64.50.83.67
34027993	34027993	User_talk:98.240.125.36
33103885	33103885	User_talk:222.153.254.184
30666574	30666574	User_talk:Vineethmm
42056536	35641509	Talk:Subhash_C._Kashyap
34928980	34928980	User_talk:68.225.119.115
47497554	47497554	User_talk:68.8.200.212
34032899	34032899	User_talk:173.49.93.27
12268091	12268091	Talk:New_Jersey_Superior_Court
5537927	5537927	User_talk:88.107.125.112
44077643	44077643	Talk:2015_elections_in_India
31360635	31360635	User_talk:Remidm
38571616	38571616	Talk:StudentRND
14601257	14601257	User_talk:72.21.112.156
13727450	13727450	User_talk:Kylelawnboy
21097261	21097261	User_talk:Dillon3600
18143616	18143616	User_talk:Naomimoore
6258896	6258896	User_talk:Younaf
18204316	18204316	Talk:PLAA_(gene)
18567123	18567123	User_talk:141.158.59.94
39604331	39604331	User_talk:2601:5:700:175:D0AB:CE57:2455:3CDF
33840382	33840382	User_talk:124.197.10.242
20246275	20246275	Talk:Az_Zawiyah_(disambiguation)
12373396	12373396	Talk:Reversal_of_Fortune_(disambiguation)
13145742	13145742	Talk:Fib_(poetry)
18329647	18329647	User_talk:82.24.158.112
9987934	9987934	Talk:Carolus_(genus)
4016168	4016168	Talk:Funky_Skunk
25761363	25761363	User_talk:84.49.96.84
42847017	42847017	Talk:Freedom_At_Midnight
10566837	10566837	Talk:I_Capture_The_Castle_(film)
45897096	45897096	User_talk:Hsl~enwiki
27220332	27220332	Talk:Bofors_283_mm_gun
16198076	16198076	User_talk:Louisepok
26255531	26255531	User_talk:Bjcoletta
38172982	38172982	User_talk:108.244.129.176
2307808	2307808	Talk:Perceptual_control_theory
39988900	39988900	User_talk:DerbyCountyinNZ/Commonwealth_rankings_in_Athletics_-_2013
46256952	46256952	Talk:A_Commentary_on_the_General_Prologue_to_The_Canterbury_Tales
6948711	6948711	Talk:Nōhime
20393784	20393784	User_talk:170.158.123.22
17909044	17909044	Talk:The_Charladies'_Ball
38353882	38353882	User_talk:163.153.160.120
17482319	17482319	User_talk:74.229.18.247
43662143	43662143	User_talk:59.33.120.149
13795564	13795564	User_talk:24.91.147.112
26199027	26199027	User_talk:Gmacforce
42808272	42808272	User_talk:67.163.98.36
46411464	46411464	User_talk:94.6.18.97
39116509	39116509	User_talk:Ukeho
44526292	44526292	Talk:Carriage_&_Wagon_Workshop,_Jagadhari
34209848	34209848	User_talk:Spazznitz
39742168	39742168	Talk:Harpalus_flavicornis
6398355	6398355	Talk:Douglas_Bassett_(media_executive)
37353823	37353823	User_talk:72.48.33.172
16458794	16458794	Talk:Woodlark_(disambiguation)
14045346	7954651	User_talk:ThinkBlue/Archive_1
6764513	6764513	Talk:Armand_Lohikoski
41813826	41813826	User_talk:85.210.128.240
42540369	42540369	User_talk:124.185.47.85
25515208	25515208	Talk:Jack_Hixon
31418615	31418615	Talk:K-60_(Kansas_highway)
31261881	23893151	Talk:There_Are_Eight_Million_Stories...
38618641	38618641	Talk:Jomar_Brun
29348122	29348122	User_talk:70.54.126.76
46013765	46013765	User_talk:Mparker~enwiki
18250534	18250534	Talk:Libertarian_conservatism
42248229	28931971	Talk:Ji-man_Choi
9718761	9718761	User_talk:THE_G.O.L.E
46399360	46399360	User_talk:Ejcrietv
6340778	6340778	Talk:Sasayaka_na_Inori
39419508	39419508	User_talk:173.15.152.245
16108338	16108338	Talk:Landigou
32377409	32377409	Talk:Manton,_North_Lincolnshire
41058771	41058771	User_talk:Barman42qwerty
39073162	39073162	User_talk:Gkmoul
42812273	11224366	Talk:Alfred_Meyer
21138528	21138528	User_talk:99.162.207.250
5126945	5126945	User_talk:Primeboy
25514646	25514646	User_talk:Yamakwa
13395244	13395244	User_talk:Awinerip
26575784	26575784	User_talk:80.178.6.180
10226755	10226755	Talk:Chris_Wood_(jazz_musician)
23966065	23966065	User_talk:58.178.23.175
24722483	24722483	Talk:Joseph_Thornton_(biologist)
36194333	36194333	User_talk:99.248.211.198
17697278	17697278	User_talk:71.121.181.37
44160411	44160411	Talk:Megachile_tenuitarsis
42982861	42982861	User_talk:Richardlender
37888670	37888670	User_talk:74.102.34.142
26928390	26928390	Talk:Tribometer
25970999	25970999	User_talk:FinancialGroove
5695737	5695737	User_talk:70.184.189.61
7947263	7947263	User_talk:70.243.126.123
15373553	15373553	Talk:Local_Council_(Uganda)
20719621	20719621	User_talk:154.5.46.103
39391077	39391077	Talk:Garden_County_Courthouse
39428212	39428212	User_talk:217.131.232.102
27929245	27929245	Talk:List_of_Buffalo_Wild_Wings_Bowl_broadcasters
46141967	46141967	User_talk:WikiFrank~enwiki
25161946	25161946	User_talk:78.148.249.171
26494780	26494780	Talk:El_Paso_City_(1976_Marty_Robbins_song)
28245934	28245934	User_talk:Saammuuel
42848291	42848291	User_talk:2601:9:3800:64:283C:CBC6:2698:82A5
34342213	34342213	User_talk:70.50.183.211
27357201	27357201	Talk:Westland_(New_Zealand_electorate)
38091956	38091956	Talk:Muang_Khua
39050193	39050193	User_talk:164.236.228.225
41191490	41191490	User_talk:162.227.241.31
37243269	37243269	Talk:Tarran
22132260	22132260	User_talk:JS2COMM
38506216	38506216	Talk:List_of_Baki_the_Grappler_episodes
38866752	38866752	User_talk:119.157.141.110
25071576	25071576	User_talk:71.166.4.241
17829713	17829713	Talk:Aralar_Range
38434098	38434098	Talk:Nokia_Asha_309
5374662	5374662	Talk:Charlie_Tonga
43473552	43473552	User_talk:84.20.185.112
26710268	26710268	User_talk:Gomeril
18389511	18389511	Talk:British_Isles/Archive_20
3356620	3356620	Talk:Uzumaki
21507898	21507898	Talk:Uthai_Thani
28290936	28290936	Talk:If_We've_Ever_Needed_You
34320858	34320858	Talk:Vinny_Guadagnino
27548194	27548194	User_talk:Jaesimz
12128308	12128308	Talk:Easter_weekend_1999_tornado_outbreak
33666816	33666816	User_talk:Commissarchris
18084742	18084742	Talk:Paul_Walker_(footballer,_born_1949)
38276461	38276461	Talk:Kraft,_Louisiana
31636923	14407684	Talk:Iowa_Corn_Cy-Hawk_Series
21561107	21561107	User_talk:88.109.162.112
4452651	4452651	User_talk:24.238.150.137
47268521	47268521	User_talk:Ranger1976
45275807	45275807	User_talk:92.51.224.222
23414473	14609676	User_talk:Novobusinessman
14527979	14527979	Talk:The_Great_Book_of_Irish_Genealogies
30602037	30602037	Talk:La_Tène_culture/to_do
33038214	33038214	Talk:Valavil
6373122	6373122	Talk:John_G._Hanna
43842371	43842371	User_talk:24.59.108.151
13995781	13995781	User_talk:Lulu4~enwiki
35512974	35512974	Talk:New_Orleans_Catholic_League
25128797	25128797	Talk:C++/Archive_8
26521117	26521117	User_talk:69.234.17.76
40190098	40190098	User_talk:78.86.142.158
36482478	36482478	User_talk:81.97.175.252
19581255	19581255	Talk:Crown-rump_length
41675641	41675641	Talk:Mark_Paterson_(public_servant)
11791269	11791269	User_talk:69.254.78.212
10367983	10367983	Talk:Te_Ahu_Davis
1584774	1584774	Talk:Yukio_Oikawa
34448430	34448430	User_talk:Tobuadantoq
32491010	32491010	Talk:Wal_Campbell
41258022	10486442	Talk:Thinking_man's/woman's_crumpet
4206273	4206273	User_talk:Rajeshverma1232002
17278673	17278673	User_talk:Planetrock
9842904	9842904	Talk:Ertuğrul_Ergezen
29230630	29230630	Talk:Zia_(Papua_New_Guinea)
20791440	20791440	Talk:Clinical_Decision_Unit
29793265	29793265	User_talk:75.3.221.70
18502280	18502280	Talk:Efaroxan
36658652	36658652	User_talk:74.59.201.13
26734780	26734780	User_talk:75.190.242.113
32783853	32783853	User_talk:Sagaciousman11
44195345	44195345	Talk:Loxostege_angustipennis
34902871	34902871	User_talk:Kamalbenslama
40317905	40317905	User_talk:Andylumm
1383747	1383747	Talk:Cross_pollination
12503078	12719229	Talk:Student_television_in_the_United_Kingdom/Archive_1
12503078	21839598	Talk:Student_television_in_the_United_Kingdom/Archive_2
12503078	7854680	Talk:Student_television_in_the_United_Kingdom/Archive_3
12503078	12503078	Talk:Student_television_in_the_United_Kingdom
476195	30766622	Talk:Lawrence_Oates/Archive_1
476195	476195	Talk:Lawrence_Oates
4856212	4856212	User_talk:Redrisingplate
14072540	14072540	User_talk:69.140.156.122
16506368	16506368	User_talk:FordGT550
23086797	23086797	User_talk:76.76.165.164
23897355	23897355	User_talk:219.90.203.165
26303286	26303286	User_talk:Waymorecreative
38188423	38188423	User_talk:Cloverleaf_II
20478068	20478068	Talk:Third_Avenue_Elevated
20794766	20794766	Talk:Lyall_Bay
47121707	42314821	Talk:Zaili_teaching
31349514	12886105	Talk:International_A-class_catamaran
18551716	18551716	Talk:PCD
12276628	12276628	User_talk:ANThony
42383722	42383722	Talk:Cape_St._Paul_Lighthouse
37676215	37676215	User_talk:Activnaeem
20370007	20370007	Talk:Kobe_Station
6124566	6124566	Talk:Wild_One:_The_Very_Best_of_Thin_Lizzy
8499372	8499372	Talk:Campos_Rupestres_montane_savanna
7492677	7492677	Talk:Night_Shift_(comics)
6286909	6286909	Talk:Aharon_Dolgopolsky
41434893	41434893	Talk:Ernest_Kockler
26362794	26362794	Talk:Roger_Wickson_(figure_skater)
3009372	3009372	User_talk:69.132.46.166
31218409	31218409	User_talk:ProjectsToday
21365775	21365775	User_talk:98.213.60.87
38844138	38844138	User_talk:75.127.23.218
24518246	24518246	User_talk:98.221.27.168
6908888	6908888	Talk:Fork_Township,_Wayne_County,_North_Carolina
36162349	36162349	User_talk:82.42.184.254
11875059	11875059	Talk:1520s_in_architecture
4216335	4216335	User_talk:Cordiezlaw
6017385	6017385	Talk:Australian_Rail_Track_Corporation
6668379	6668379	Talk:Jumping_into_the_World
40090944	40090944	User_talk:117.235.25.2
27079981	27079981	User_talk:137.101.246.238
6778872	6778872	Talk:Wolf_(video_game)
2488611	2488611	Talk:Jo_Mango
39955020	39955020	User_talk:78.105.250.78
44732466	44732466	User_talk:Hlmjo.abod
17209683	17209683	Talk:Wolfpack_Leuthen
36157912	36157912	User_talk:49.136.57.242
23943747	23943747	User_talk:Student_school09
15792559	15792559	User_talk:82.128.207.39
46173404	46173404	User_talk:Zerome~enwiki
22525434	22525434	User_talk:Mandecom
13939014	34094217	User_talk:213.233.128.120/Archive_1
13939014	13939014	User_talk:213.233.128.120
45756284	45756284	User_talk:Asscott~enwiki
42856334	42856334	User_talk:Julescambiotti
41389887	41389887	User_talk:Krisma66
24939181	24939181	User_talk:74.235.70.126
35813439	35813439	User_talk:70.117.203.203
9400088	9400088	Talk:Reverolle
46036316	46036316	User_talk:Ominon~enwiki
42755088	42755088	Talk:Ernest_Fooks
36065355	36065355	Talk:Mordellistena_erythroderes
30236538	30236538	User_talk:Madihlaba
38303121	38303121	Talk:Vulcanisaeta
11624731	11624731	Talk:USS_Yucca
18131096	18131096	Talk:Journal_(computing)
23884615	23884615	Talk:Richard_Hofmann
17162644	17162644	User_talk:89.100.18.32
44126251	44126251	Talk:Kericho_Gold
4601426	4601426	User_talk:Andy_king50
473322	13864914	Talk:Sonia_Gandhi/Archive_1
473322	34232947	Talk:Sonia_Gandhi/Archive_2
473322	40643404	Talk:Sonia_Gandhi/Archive_3
473322	473322	Talk:Sonia_Gandhi
43259813	43259813	Talk:Johnson_Formation
47662531	47662531	Talk:M9_Half-track/GA1
6945231	6945231	User_talk:Aishe
7578385	7578385	User_talk:Irving_Gleeson
15671458	15671458	Talk:Hacker_(term)/Archive_4
37722470	37722470	User_talk:Francis.roads
38018831	38018831	Talk:Pathoclisis
3377267	3377267	Talk:Order_of_the_Leech
2344200	2344200	User_talk:Cadillac
23027558	23027558	Talk:Clive_Calver
21422340	21422340	Talk:Adolph_Germer
34124573	34124573	User_talk:151.193.203.12/Archive_1
25879841	25879841	User_talk:71.137.158.120
38603060	38603060	User_talk:210.172.233.7
28079121	28079121	Talk:Umberto_Tachinardi
22812972	22812972	User_talk:Humbertobuisan
13105389	13105389	Talk:Heckler_&_Koch_MSG3
47262907	47262907	User_talk:Ceydigital
37812741	37812741	User_talk:SteveHarrisisgay
31756342	31756342	User_talk:Tsmoreta
41650831	5744525	Talk:List_of_Washington,_D.C.,_railroads
37210612	37210612	Talk:Acrolophus_pseudohirsutus
12033956	12033956	User_talk:Turfindustry
12422267	12422267	Talk:Vanellus_malarbaricus
43187121	43187121	Talk:Glen_Aubrey_Formation
27398933	27398933	Talk:Artocarpus_anisophyllus
2242125	2242125	User_talk:Madchester/Archive01
28440831	28440831	Talk:Karula,_Lääne-Viru_County
24637233	24637233	Talk:Texas_Low_Emission_Diesel_standards
32084881	32084881	Talk:Brouhaha
3579418	3579418	Talk:Loukoum
4670218	4670218	User_talk:59.4.48.73
44917366	44828688	Talk:Demographics_of_Peć
38496048	38496048	User_talk:Jegir_Doski
4720181	4720181	User_talk:JEdmundson
30743448	30743448	Talk:Ann_Mounsey
7997845	7997845	Talk:13th_Golden_Globe_Awards
30020987	30020987	Talk:Lead_star
24957395	24957395	Talk:Triptykon_(album)
40109294	40109294	Talk:Tiger_Mom
42120628	42120628	User_talk:176.252.187.180
45064458	45064458	Talk:H.R._4002_(113th_Congress)
21186626	21186626	User_talk:99.242.1.104
26832120	26832120	User_talk:147.9.232.167
38104072	38104072	User_talk:111.93.134.74
13248972	13248972	User_talk:Kangeyan
20464973	20464973	Talk:Strut_(disambiguation)
26245924	26245924	Talk:Mattt_Konture
46159049	46159049	User_talk:Vokalmachete~enwiki
33754882	33754882	Talk:Park_Won-soon
24233033	24233033	Talk:Augustin_(film)
1029549	1029549	Talk:Potash
27898618	27898618	Talk:Denmark_–_Latvia_relations
25212951	25212951	User_talk:Antoinepeters
26604935	26604935	User_talk:Idealogic
27627796	27627796	Talk:Peasiella_conoidalis
10295114	10295114	Talk:Werbach
34743822	34743822	Talk:Hensodon
47667646	47667646	User_talk:216.58.88.4
28636588	28636588	Talk:64th_Delaware_General_Assembly
22895798	22895798	Talk:Radostków-Kolonia
12136218	12136218	Talk:Leuk_Daek_District
19965073	19965073	User_talk:71.68.203.64
39954319	39954319	Talk:Eduardo_Sartelli
13607240	13607240	User_talk:68.115.80.39
25696122	25696122	Talk:Sing_(Jim_Bianco_album)
33583211	33583211	User_talk:Rcsprinter123/Archives/5
30204864	30204864	User_talk:99.230.120.140
29428044	29428044	Talk:Browns_Butte
26964417	26964417	Talk:Here_We_Go_Magic
